timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
765157.882263833,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765157.91560175,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765157.948938625,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765157.982274083,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.015610333,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.048946333,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.082282125,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.115617833,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.148953791,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.182289416,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.215624583,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.248960416,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.282296041,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.315632208,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.34896775,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.382303041,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.415638458,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.448973666,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.482309166,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.515644708,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.548981125,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.582317291,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.615652333,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.6489875,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.682322958,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.715658125,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.748992916,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.782327625,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.815662458,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.848998,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.882332833,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.915667583,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.949002375,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765158.982337125,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.015672208,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.049008375,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.082344208,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.115679458,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.149015416,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.182350541,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.215686875,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.249021916,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.282356958,1.6949152542372872,-52.737752161383284,100.0,98.1929181929182,100.0
765159.31569225,1.8733273862622752,-52.737752161383284,100.0,98.1929181929182,100.0
765159.349027916,1.8733273862622752,-52.737752161383284,99.91235758106924,98.1929181929182,100.0
765159.382363916,1.8733273862622752,-52.737752161383284,99.82471516213846,98.24175824175825,100.0
765159.415699625,1.8733273862622752,-52.82009057225196,99.7370727432077,98.24175824175825,100.0
765159.449035458,1.8733273862622752,-52.82009057225196,99.7370727432077,98.2905982905983,100.0
765159.482371208,1.8733273862622752,-52.82009057225196,99.7370727432077,98.2905982905983,100.0
765159.515706625,1.8733273862622752,-52.82009057225196,99.64943032427695,98.2905982905983,100.0
765159.549041625,1.8733273862622752,-52.82009057225196,99.56178790534616,98.2905982905983,100.0
765159.582376458,1.8733273862622752,-52.82009057225196,99.03593339176163,98.2905982905983,100.0
765159.615711375,1.8733273862622752,-52.82009057225196,98.07186678352323,98.2905982905983,100.0
765159.649046208,1.8733273862622752,-52.82009057225196,96.84487291849254,98.2905982905983,100.0
765159.682381458,1.8733273862622752,-52.82009057225196,95.44259421560037,98.2905982905983,100.0
765159.715716458,1.8733273862622752,-52.82009057225196,94.04031551270816,98.2905982905983,100.0
765159.749050958,1.8733273862622752,-52.82009057225196,92.5503943908852,98.2905982905983,100.0
765159.782385833,1.8733273862622752,-52.82009057225196,91.148115687993,98.2905982905983,100.0
765159.815720916,1.8733273862622752,-52.737752161383284,89.7458369851008,98.2905982905983,100.0
765159.849060041,1.8733273862622752,-52.737752161383284,88.34355828220859,98.2905982905983,100.0
765159.882394875,1.8733273862622752,-52.737752161383284,87.02892199824714,98.2905982905983,100.0
765159.915729541,1.8733273862622752,-52.40839851790861,85.88957055214723,98.14407814407815,100.0
765159.949064416,1.8733273862622752,-52.07904487443392,84.75021910604733,97.94871794871796,100.0
765159.982398833,1.8733273862622752,-51.91436805269659,83.69851007887817,97.94871794871796,100.0
765160.015733583,1.8733273862622752,-51.832029641827916,82.99737072743207,97.89987789987791,97.11538461538461
765160.049069375,1.8733273862622752,-51.832029641827916,82.82208588957056,97.89987789987791,94.23076923076923
765160.082405458,1.8733273862622752,-51.832029641827916,82.55915863277826,97.89987789987791,91.50641025641028
765160.11574125,1.8733273862622752,-51.832029641827916,82.47151621384751,97.89987789987791,88.8621794871795
765160.149076166,1.8733273862622752,-51.66735282009057,82.47151621384751,97.94871794871796,86.53846153846155
765160.182411208,1.8733273862622752,-51.17332235487855,82.47151621384751,98.0952380952381,84.77564102564102
765160.215746083,1.8733273862622752,-50.43227665706052,82.20858895705521,98.1929181929182,83.0128205128205
765160.249081208,1.8733273862622752,-49.526554137505144,81.85801928133216,98.24175824175825,81.57051282051282
765160.282416333,1.8733273862622752,-48.70317002881844,81.59509202453987,98.24175824175825,80.44871794871796
765160.315751083,1.8733273862622752,-47.96212433100041,81.50744960560911,98.24175824175825,79.72756410256409
765160.349086333,1.8733273862622752,-47.30341704405105,81.0692375109553,98.24175824175825,79.24679487179486
765160.382421916,1.8733273862622752,-46.72704816797035,80.28045574057845,98.24175824175825,79.08653846153845
765160.415756916,1.8733273862622752,-46.23301770275834,79.2287467134093,98.24175824175825,79.16666666666669
765160.449091958,1.8733273862622752,-45.73898723754631,78.17703768624014,98.24175824175825,79.4871794871795
765160.482426875,1.8733273862622752,-45.162618361465626,77.21297107800177,98.24175824175825,79.96794871794873
765160.515761708,1.8733273862622752,-44.42157266364759,76.24890446976335,98.24175824175825,80.60897435897436
765160.5490965,1.8733273862622752,-43.59818855496089,75.37248028045573,98.24175824175825,81.49038461538461
765160.582431666,1.962533452274755,-42.52778921366818,74.49605609114812,98.2905982905983,82.37179487179486
765160.6157675,1.962533452274755,-41.6220666941128,73.53198948290972,98.2905982905983,83.49358974358972
765160.649102875,1.962533452274755,-40.79868258542611,72.56792287467132,98.2905982905983,84.61538461538461
765160.682437875,1.962533452274755,-40.139975298476735,71.5162138475022,98.2905982905983,85.7371794871795
765160.715772666,1.962533452274755,-39.56360642239605,70.46450482033305,98.2905982905983,86.93910256410254
765160.749107583,1.962533452274755,-39.1519143680527,69.50043821209465,98.2905982905983,88.22115384615387
765160.782442583,1.962533452274755,-38.82256072457801,68.71165644171779,98.2905982905983,89.34294871794873
765160.815777875,1.962533452274755,-38.57554549197201,68.09815950920245,98.2905982905983,90.5448717948718
765160.849112833,1.962533452274755,-38.41086867023466,67.39702015775634,98.2905982905983,91.58653846153845
765160.88244825,1.962533452274755,-38.246191848497325,66.95880806310254,98.2905982905983,92.62820512820514
765160.915783208,1.962533452274755,-38.08151502675998,66.52059596844873,98.2905982905983,93.42948717948718
765160.949118375,1.962533452274755,-38.08151502675998,66.25766871165644,98.2905982905983,94.15064102564102
765160.982453166,1.962533452274755,-38.08151502675998,65.99474145486414,98.2905982905983,94.71153846153845
765161.015788375,1.962533452274755,-38.08151502675998,65.73181419807185,98.2905982905983,95.19230769230768
765161.049123125,1.962533452274755,-38.08151502675998,65.55652936021033,98.2905982905983,95.59294871794873
765161.082458291,1.962533452274755,-38.08151502675998,65.46888694127958,98.2905982905983,95.91346153846155
765161.115793166,1.962533452274755,-38.08151502675998,65.38124452234882,98.2905982905983,96.15384615384613
765161.149128,1.962533452274755,-38.08151502675998,65.38124452234882,98.2905982905983,96.31410256410254
765161.182462791,1.962533452274755,-38.08151502675998,65.38124452234882,98.2905982905983,96.39423076923077
765161.215797541,1.962533452274755,-38.08151502675998,65.38124452234882,98.2905982905983,96.39423076923077
765161.249132583,1.962533452274755,-38.08151502675998,65.46888694127958,98.2905982905983,96.39423076923077
765161.282467375,1.962533452274755,-38.08151502675998,65.55652936021033,98.2905982905983,96.39423076923077
765161.315802416,1.962533452274755,-38.08151502675998,65.73181419807185,98.2905982905983,96.39423076923077
765161.349137333,1.962533452274755,-38.08151502675998,65.90709903593338,98.2905982905983,96.39423076923077
765161.382472166,1.962533452274755,-38.246191848497325,65.99474145486414,98.2905982905983,96.39423076923077
765161.415806916,1.7841213202497812,-38.41086867023466,66.08238387379492,98.2905982905983,96.39423076923077
765161.44914225,1.8733273862622752,-38.49320708110333,66.08238387379492,98.24175824175825,96.39423076923077
765161.482477541,1.8733273862622752,-38.49320708110333,66.08238387379492,98.24175824175825,96.39423076923077
765161.515812916,1.8733273862622752,-38.57554549197201,66.08238387379492,98.24175824175825,96.39423076923077
765161.549147875,1.8733273862622752,-38.65788390284067,66.08238387379492,98.24175824175825,96.39423076923077
765161.58248275,1.8733273862622752,-38.65788390284067,66.08238387379492,98.24175824175825,96.39423076923077
765161.6158175,1.8733273862622752,-38.57554549197201,66.17002629272568,98.24175824175825,96.39423076923077
765161.649152208,1.8733273862622752,-38.49320708110333,66.17002629272568,98.24175824175825,96.39423076923077
765161.682487375,1.8733273862622752,-38.49320708110333,66.17002629272568,98.24175824175825,96.39423076923077
765161.715822666,1.8733273862622752,-38.57554549197201,66.17002629272568,98.24175824175825,96.39423076923077
765161.749157916,1.8733273862622752,-38.57554549197201,66.17002629272568,98.24175824175825,96.39423076923077
765161.782492708,1.8733273862622752,-38.65788390284067,66.17002629272568,98.24175824175825,96.39423076923077
765161.815827666,1.8733273862622752,-38.65788390284067,66.17002629272568,98.24175824175825,96.39423076923077
765161.849162916,1.8733273862622752,-38.65788390284067,66.17002629272568,98.24175824175825,96.39423076923077
765161.882497666,1.8733273862622752,-38.65788390284067,66.17002629272568,98.24175824175825,96.39423076923077
765161.915832666,1.8733273862622752,-38.65788390284067,66.17002629272568,98.24175824175825,96.39423076923077
765161.949167833,1.8733273862622752,-38.65788390284067,66.17002629272568,98.24175824175825,96.39423076923077
765161.982502458,1.8733273862622752,-38.65788390284067,66.17002629272568,98.24175824175825,96.39423076923077
765162.015837458,1.8733273862622752,-38.57554549197201,66.17002629272568,98.24175824175825,96.39423076923077
765162.04917225,1.8733273862622752,-38.41086867023466,66.17002629272568,98.14407814407815,96.39423076923077
765162.0825075,1.8733273862622752,-38.246191848497325,66.17002629272568,98.1929181929182,96.39423076923077
765162.115842583,1.8733273862622752,-38.246191848497325,66.17002629272568,98.1929181929182,96.47435897435898
765162.14917725,1.6949152542372872,-38.246191848497325,66.17002629272568,98.1929181929182,96.55448717948718
765162.182512291,1.6949152542372872,-38.246191848497325,66.17002629272568,98.1929181929182,96.7948717948718
765162.215847541,1.7841213202497812,-38.246191848497325,66.25766871165644,98.1929181929182,97.59615384615387
765162.249182625,1.8733273862622752,-38.32853025936599,66.25766871165644,98.1929181929182,98.95833333333331
765162.282517833,1.8733273862622752,-38.41086867023466,66.25766871165644,98.1929181929182,100.0
765162.315853,1.8733273862622752,-38.49320708110333,66.17002629272568,98.1929181929182,100.0
765162.349187875,1.8733273862622752,-38.57554549197201,66.08238387379492,98.1929181929182,100.0
765162.382522333,1.8733273862622752,-38.65788390284067,65.64417177914109,98.1929181929182,100.0
765162.415857291,1.8733273862622752,-38.65788390284067,65.38124452234882,98.1929181929182,100.0
765162.449192083,1.8733273862622752,-38.65788390284067,65.29360210341807,98.1929181929182,100.0
